texture_name,tri_dumped_tga_sha1,tri_dumped_width,tri_dumped_height,tri_dumped_width_pow2,tri_dumped_height_pow2,tri_dumped_png_converted_sha1,tri_dumped_alpha_stripped_sha1
poster_omake00_alp_ovl.bmp_a3cc619ac656df83092e6eb5e5fc2a7a,7b9f5b0f381c648dd248c47f66c71e6feab86db7,96,116,128,128,5eff7cc4749a45b66185bca22d2bbf4631f1b557,75117fbeea2db76bb8d1bf27b9eb59c9e18bd27b
poster_omake01_alp_ovl.bmp,47e94b6480e8f558db0b24cc477b5968565a4701,64,96,64,128,421b20b5128cbbe93fb475a7a23c8a5d9ceb87af,7d69db46449012c6f75e2e2f8c9116786d521e5d
poster_omake02_alp_mod0001_alpx2_ovl.bmp,65d99b953e12bcdf9b1009af4d3b64ac71a1d3f3,256,128,256,128,5d726db4e8db5e0dde60b3c199f1deade7f3ece9,0000000000000000000000000000000000000000
poster_omake02_alp_ovl.bmp,680fd7f55d33e45df1655379036a780a77a69c82,64,32,64,32,50bd43a60db14cdc81c52e718f4741f326cb5cdc,8e9173bf98a1d7f6dfd67c11bd2a237051d18cca
poster_ru00_alp_ovl.bmp,a4536fc8885c6349be5f2164ea6c13aac1f522a2,128,80,128,128,df8aec7c568e67e555a4f27dc62a91555f752aa8,0e119b3cd54aabe98974f4e67cc68a2a1d25aa6a
poster_tirn00_alp_ovl.bmp,5c67dc7919893a6800ab51885a9995b6bbde7ee3,64,72,64,128,65b832777dab6bd4d0c3e344bd046f659bdab600,36269905987779a0231d1093b620d1c1fdbc33c1
poster_woman_a01_alp_ovl.bmp,7bf8df6739e2179972a2182f9d1af89ba91cda10,45,64,64,64,1ae624e530fe1ec98fc60ef3e622a8ad8feadc4b,450a74e7df477c134e8f224c2bb205dc22837287
poster_woman_mod0001_alpx2_ovl.bmp,c73d503df6ddc94dfa4887a6a5aa16132e925ee7,180,256,256,256,d18229a346632f6fce5a42125651084d4df13577,8a8985d60c7a5848923a8ec64bc2e06385bc31df
potted_plant_00.bmp,96c00735864ee60dbd35fe5cfe4b746bfc735d04,32,32,32,32,68d3026d91c8d2be444f0a82592d1292af7e183b,6509b00c796a43ddffb687f535597b8ffe5b7ee1
potted_plant_01.bmp,04334e47aa62332f1b0a0bf50b65a57b0fd7c2b1,32,64,32,64,544f83d5cd76cc8348e097dd3ca958ae79dfd841,547b45c54414a25a7b033fc31eb4409494aa7181
potted_plant_02.bmp,00116d991f7c459d404d7210d0c7b5cf1ae7b52c,32,32,32,32,df39088ec5277bf5535f94a27a5b26e0309679db,685dfc4d4c429caa9ffc86524b34a637d1e2180f
pre_boots.bmp,644d7e2539cf3f5bd60fbb21d161e9bdf3a7b1e0,90,30,128,32,1b23c505f6a97b4b4e84bb41851fd23c86694172,0114b73c416967ab769eee071039d22740cb3d5f
pre_bottun_suits_ovl_alp.bmp,1296b54f4f25205c9da014c99b72d327942598df,32,32,32,32,a5ee3985e83126d17ac7a7376eb2c7ab3cfdd7b1,98fcde9bad7520e23b38e73a171fba5d119f0e61
pre_eye.bmp,7aab76bff993bf9be6952bf3d1393e51648db4a2,64,64,64,64,8aa8fadb712af4d85e3309cedc69dd1d85f4f727,c08aaac1e04064ac628f1f6affdc97c25b4dcd7c
pre_face.bmp,cd411671b5493d824a6e01c705e21fb14cfbd9bf,240,260,256,512,b34b49c7e7fba22cc3020478cb7efccfbd800015,5f0694b308a34a6e20def9eea2b1000a934ceb36
pre_hand.bmp,ee50b613da2a0cb5a2dbbca3775156e62de388c3,128,128,128,128,25ead161c82dcf504fe1a57d75e61ff47e537a37,d262374315713f8953190b0680a5bcb0e36e2907
pre_head_back.bmp,3b9575399b87c516f2cfa922eb01fab1663a784b,128,128,128,128,47991e389d43c76c37cad6db1e7c79057d8d8196,38efcd5cbc0a5527c94f030bf835afffabb73c13
pre_item_medal_body.bmp,5efb71c191b728e8d8eaa3f223f0e67356c5edd5,180,180,256,256,55f70c050f4fb222e7267026e9658b0155ca0ac9,22f4cb5bc1fb2dabf8ab6f5335a8a1c052c64799
pre_item_medal_mod1120_ovl_alp_emap.bmp,6aa490ba40994bca46e43c5fa1f8015e30a3e3a1,32,32,32,32,5c340b2eac0dc8509558bdb3955572f91e6e6859,ba9b48d1c38cae99112284756c21ee2406e2e8ea
pre_shurts.bmp,73410b07e98e4ffa231c5f42b3f37569e89b9345,32,48,32,64,5ff1e0078b6683220f4980282a7bb2091254d825,e1839a23db237c41117a7a7d37ced44aa5d429b0
pre_suits.bmp,66a5331760f2c5d3101ddde28fd878561736f8fc,300,150,512,256,f0c20277fb40bca9205cb93699902012f4d478ab,71654ade8db419eca17cb46fcd1738fecc9078c7
pre_suits_add_ovl_alp.bmp,3725c5f6d18f7f47033a794e84c4928ae23cfdf6,300,150,512,256,565b88435ca4e86edfde0d254e91ba14515fb0c8,0000000000000000000000000000000000000000
pre_tai.bmp,c773f208a2bd0dd529af81a3f5471890c37de344,32,64,32,64,b40e959f5bc7b86c8550755da5822828ac3e1a68,ebb5853a81d4dc98e57d4f2015464c8b0cde2345
pre_teeth.bmp,27f7ab76dbc020a7ef48358036f91845fe2398be,64,64,64,64,280b3b15338324707927a34348ead77740e4c47f,a76cb17e2a8dd1de72c00e96945df2cb1868d65b
pulag.bmp,6af95ed2cf2e4e2291fb2efa369a129af9291a06,32,36,32,64,08d46fac775fb695576af34a54ecc62b692d9a84,f930b764b969018cf90a43c5e908a54abc52d5ae
pulag.bmp_7e078eb6468dce7cd1887dd8fa84a9d5,bcd3e62c72f445ba3bd8038bcaee4aa95a2aa1a7,32,36,32,64,2c056d408f7b4106e287331e0d8ce6dc31a2bc08,6427e0359432ad9d23bc68c13a588950b1c31854
r_forku01.bmp,9ebd9d5dcd2b0169178b259c355abf1ab076b213,118,22,128,32,72c68bef49349bd1343178654f7ea3e206984d61,dc8b0eae54e42498ae82ace770729fb69b8f47b5
r_forku01.bmp_5a251592c76d7d11e2e89863ca3c6316,74c8bcd61f29aaddfb7d186246503f2fe8c180e0,118,22,128,32,bdc402829df09c06fb415b2b81a8ff55a18aae41,138fd1685e1d337a4b7259cea98e38d0b2886199
r_forku02.bmp,e74ffb4e09c308d3e1b860aa6160c44ff5c81d93,44,52,64,64,6d0d6a63db4417c00f3a65a0d69b4453df679202,cadf1f748f60bcaba98f35a456e7cf59aa53e8bd
r_forku02.bmp_eae372dd89dcc80f2ac5a7c5a6d3b5e0,83268b60d88ca85abadd0bb0b6e186c53121dc0d,44,52,64,64,332e634b92507ee6fbd3673d1203a87d119092b3,2aee886b811e1b736a1e4a4c15dba376cf5443a0
r_forkudw.bmp,528932823659360e6705353b8adaec3c4e6ca34c,54,30,64,32,d00381f3a48c08e3ae72c7be9efc01ccbbf1623b,df9320aad8c979a54931cff73d3d81b06ab08a04
r_forkudw.bmp_524d0dc8c9adbace996ab5d957235c9c,71c8053a688a4c21236a6bec9d5d0b7ff8e47210,54,30,64,32,feddd7d27d495294f8f4943506a4ff129ce1b47c,981735c7629f375d914251827725895f362ac2c5
r_forkumt.bmp,25ee3667819aee1eb031eb2cd69d60f401679ca1,31,16,32,16,3b195b721237fb5315bfb0d1abd2de5570911ec7,0042c682a99da942abe070ef44a310f57ef01e7b
r_forkumt.bmp_aa9d15c6ef24c9a0278267651c9e34f8,2b35bb638468a7a83c69e57253d32602a2a79e98,31,16,32,16,6f46f9595c05aa4bd456c7d3d26cac858d799aa1,d0ec08b09644819c0ad4d1e088bca737e5e49b4c
r_forkuup.bmp,185c3a3e0b7100f835ba8233ef283dd6d4f9872d,55,30,64,32,5804da86cad69370a3a44b0f83f5fc8953269f20,2773b8e0e60e8e55bba7e8f1032aa11de66b16fb
r_forkuup.bmp_88069ad2afec5b79bdc53c6793ce2cc2,bfe881a50916cbafbc92997feec64ce514245430,55,30,64,32,8c204f77f376092a981ecf7fddf8548017abb9bf,1023a36684b68ed4734c3d21caed0428dfb67c2f
r_fream.bmp,42885b9f7504541f448f6da304ed1715ddf0728d,148,26,256,32,d22e57d958dd00c25ced1169e689654f2ca2dd49,7cfd5249d10b23a725c536a4cc3419aa02852fa4
r_fream.bmp_07099f52bac4d5aa4059fa367660cf09,c509aee82d44fd71832eb5bf3c249038485fd83b,74,12,128,16,6ba351a3188a342a106c4c9ed4733efcfa018fd7,1051b2186a3ba95de9017007841e83c21584c138
radi_break_bottan.bmp,11386bade98a0a6f2c12634e9063f2b677c0365f,64,64,64,64,e95a1b964e46e849eae0724a134dbcb0cb35f304,05fde4371cd2325630bfc3386a7fb1bb04f048e1
radi_break_ita.bmp,c98741448b420fee3a1ecace48b1fb0ca7a29ac8,128,64,128,64,30a49874594775af9ddf7afd2ac72f50f827d1ef,e152f371bf5b5e9c4c77ac64747c20294aa167d2
radi_break_tetsu.bmp,583f137aab2315ecfa44e73c93c834ffb9f6925b,64,64,64,64,c3990f5656630e5ba4ebf8c47b05620a70e0de7c,2e326e38c116e1bde6ed8c34a485c9f7379f407c
radio_2.bmp,e022804449ce2065967128af5193fdf2a590a788,64,64,64,64,b4a66d518a34a416bcbead2f30db345a601de17e,964e494f093722c6c28489c42ac947d9ef19cf04
radio_4.bmp,2062f88f68eaa5de1c8689b538c4f5df6aaedceb,64,64,64,64,e01ef25c3183734177582638259f472dcbdfc8eb,20cb6d6918b08eff1eabc110345080fdaae3906c
radio_5.bmp,5223eb7933f72617060f304306e243298f2145af,128,64,128,64,8509e2920ecfa4d544021d93cb7e9064d12e940f,d2384778c31e3c2552b51bc2e6a75595135a2a85
radio_end.bmp,da9eef10926b70d3a847326099c49e7209939f7a,128,128,128,128,bbe9baa87bf1ea99a151a31d3306dc53cdd46bfb,0fd573194bd7d6457437b0b3cae68268082a8dca
radio_glass_ovl_alp.bmp,c6e072d03751c72d85f7e0c1dc4e95cadbabac3b,64,16,64,16,c0a6b889b34bd9c120e23066a23ebbc3dedee118,cf01a9b6d0079cf830e1529a00f738fc1dc3a754
radio_glass_sub_ovl_alp.bmp,1357e3e11fce2d2fc3af632b9585cc844702695a,16,16,16,16,5b19e1ea2afc2738de664f5405cf0ce803483b52,0000000000000000000000000000000000000000
radio_mark_ovl_alp.bmp,2137d5f327b74ae8bac1eec137ed26ee43211afa,64,64,64,64,74826d8eb709372e1d5b151573c32ee2590c3f65,3870c8d94a130d648c97b971913d275ef035d9a9
radio_moji.bmp,d6a02b2ee07ca79a7fd240a7d680e7c48f9a5215,128,32,128,32,b52e0d4b94b1f87ec26f21b24d7945632b93c493,1b6d5fc543b99375378695dde9aa7b0e85400ca2
raiden_01_alp_ovl.bmp,adeb4a2e2bd3cb46338abf682072be972673c3e2,32,36,32,64,5a71a6ce71552d883893fb84b60e229833bfb5b0,f25b3d138ddc68432a4c5a6b9debf7ef84632497
raiden_01_mod0001_alpx2_ovl.bmp,f3c330807bf851b6e8d72de8c8d94771b291b350,128,144,128,256,dacd89644cfa44c3ab8367c7e292e481b90f2910,329f260ffe8e94e4c6cb9299027709d83c70a1db
rat_def_body.bmp,1f7de4b1afaed5fb0870ffa3ff4a06501b3f8cec,256,184,256,256,23d61cf89ffac9c334706839f3acfd5bb9802c79,5650c3bf6ddac8465e65ffb716c862702c31c090
rat_def_parts.bmp,5de85a425c5ed34072ca5772f9320f2e09343934,256,72,256,128,28c2ee67d19e43941364525080360e3ec490ba85,8cdb2f95959f1a6d532845f03fbfba3c39a84aa6
ration.bmp,4b2aa310799ca6d8074132e185283ede7c61abae,64,64,64,64,07e100c7db36427ac75412e685de5e71da54b8bf,58cb20e938176da050113b8fd9e8502d62a79119
ration_back.bmp,c1f51b5940a0219bd32bbe5f67deb655cf0f8236,48,48,64,64,9d6bfa2542032a72df5ce513df56404fab56c9bf,151aefca7f857b6d384a44b295659084f866d38f
raton_sh_alp_ovl.bmp,f6e34b1c42ca85e6434e53419a4853ffd721fdbe,32,32,32,32,a32128ba1651ffb2e53cd9adf9f4270f1d046a96,0000000000000000000000000000000000000000
rattrap_tex.bmp,d690242e4858aa72be85b49f9c01f171e529048f,64,64,64,64,5cfed6afe81b51396607a51f84767243baa78c57,057026a10add21fa0c0aaedcdd83302d8a6f0700
ray_arm_t1.bmp,0b47b2eaa50ca85ccd4e15d679db980f4e5bf683,74,128,128,128,ce01df770286d735fbb57102079eb0e0d446f617,3fa7ac4c554d9a66685fd0114f86529d92276ced
ray_arm_u1.bmp,1b583f51fc211284981167f71ea0c5c2fefdf777,16,32,16,32,a265e5e02ceece7530e6853612ee8072dc1cf043,a9ae78e1c3c4e6d72a6816be5d74ffa2ec0ff1ac
ray_arm_u_finall.bmp,004ef6376c50d7dd5773374d8513ac90cbb5933e,48,32,64,32,f3627d36d4d5c404431fca18b2e690bb1a090d9b,df05290ec69bf3224c0ede80a3468c84c5d6eeec
ray_armpit_u1.bmp,e88637f9788473ee4c4727480cb86a4fe0837356,32,64,32,64,2c2fb01ee19366126043a6a33a6e7bf002230f16,2fd79dc34c846417f76fdaf116ace39f531aa881
ray_backpack_t1.bmp,8383af2429707e71689831fb441da576d496e012,48,88,64,128,cf0999fee8e12d3b5196085d4fe5325703c7023b,c07e2c78585787bed98138fb4e79c93e3dc1a19e
ray_body_s1.bmp,d48eabd80f91813446a674858d38e676a3a6b535,100,128,128,128,159f19dcfda3731dc13e494cfa42f32f02632fe1,6ef53b1108dbc381ca0957a797c333840812c742
ray_canopy.bmp,cd6c25c86f0537eacde083ed800c4341191b5632,16,16,16,16,15d25704a71c50608bd96a6817d312f2925acf0a,af1096a65381dc08f76d204aeb7730e501e7c5bf
ray_cheek_f1.bmp,d6864c88a8cc89d8b8b1f4e9fc7e5f08282fdc66,12,24,16,32,89ab869956b7790fc8b3bfc7604a0e860373fe3b,6668c24b9594e65741c21026264275d04391d89c
ray_cheek_inside1.bmp,926cf77a76b8b09451e263206b74b2a20d2d85a6,48,30,64,32,abf25f7acf7b4fcffb65268503cae371fcf9cf50,30bfda2d0fad16acc0742005dc63795ca40de6e2
ray_chest_f1.bmp,2b2f161540b4b9a33aaecda3482980999fe701ce,64,56,64,64,eeb8f4f17340db7568f3a03f9c00a1c938eaca56,e63aafd1482199d91e13d34688b3aa94abfc1f15
ray_chin1_u.bmp,9e48e578dd0d4fa86876c6c4fc299138913c126a,50,32,64,32,6c266d1364d2fdba5d7116e8335dad7c8bdb5ede,f43f7aef164f6a671f211f51320baf956aa651ea
ray_chin2_u.bmp,4255ffc04819d1d61f8fd7367bb8edbaa0f4785c,16,32,16,32,fc83aa2f51ae05259999e5c2c2c2e18380e5a6a5,d299070f3b7d5cc0170638a30e20ede965354b7b
ray_col1.bmp,19e55f2a43c72529514de3e413e553e4ea8d9ab3,8,8,8,8,27f3fbfd83c4f97b2d980ba3903635d46e2a059a,ce72b0a5ef3ac695d57a73fd39a104605c0dea3d
ray_eye_pera.bmp,1027013b0125d61ea143830d519c724812deda99,16,12,16,16,70773a7f44789cfb1ad39ce624fec858d55e7b72,3b741db6235eb794c2d49d0f03b0fcbfd03be622
ray_face_b1.bmp,de2b86cc802697aeb07f0c0a5513066c538b2b04,24,8,32,8,c759a9144499fe8da9bca8d8104169191b7db958,d91ef3a11e7bafdac57b614f6af0b7dbd07d1df2
ray_face_s1.bmp,5ef29313eb9250d8c79f104d5c1414782fe7eb01,92,22,128,32,613c1d47ba85e6b93efdb84e3f614b8cb47319ae,e8e2ea34fa7349cfa4c5ca515b7596e016c87f7d
ray_face_s2.bmp,32430f0bb9b6b27a0be8972ab91759623b8f5cea,86,38,128,64,600dfd60b5cbc193fa396993df1e7229b338208b,665cea813d9677065973c4420a1520236088f7a4
ray_face_t1.bmp,0e646de9f3214f0de69e1bffc2c2fc9ed1e8e8c7,38,92,64,128,f5574cd1f8f075e275ba58363ad939ae3cbd8cf9,9c3b45d1cbe345f239490f5fd36484291da6c9c3
ray_foot_s.bmp,ae42f48435893b74d3824d26d4d8061418d10db1,32,48,32,64,fb0c5d27ac44b7899d73d61fc8257b068e3d5e50,47f11fa774079b718bcb51014fc31f6fedb3ca5b
ray_forearm_t1.bmp,59f79643d1850fb8f2d1cf2cae79a149824c3dd6,64,50,64,64,c0f0e0f8eb621284e7c59d403e2bbcfdbc438796,3acd89719d1d44fa683b072b78f98b68c4d05289
ray_hand_u1.bmp,a9793f9af1f8abea2859d5243f2cbe789f096c68,40,16,64,16,fc46fcb1702c2bf894d6ef8032535cd9fc8151a6,7c0df08dcd5f057a2f437e5d6d09ad1f07d98f7d
ray_hip_f1.bmp,e95812d3eb56ce0293e3ffe245e0484f5bedddd2,48,32,64,32,fc336123fb06a1f1ed6298341719ea430b9bd65c,c7e117ce4dec6a3029f616239e2b5a5b03394faf
ray_leg1_s1.bmp,ef16b2d7b408240745f3a239aa563187c57b428b,50,96,64,128,eed2e1ee5e21a0aa68bbd899b70f3c9fdc751c53,264dfdc5b985b57cc325b9dda456969324e7e688
ray_leg2_s1.bmp,908fd6d60cb55beee12399774e3d21944bc52f4b,100,88,128,128,07a9629f90e093a7a84a9fcfa5c8b5581ce46143,f2ca4668808fa79b4cc1f32afd52814abdf2b61c
ray_lip_out.bmp,ea3dbf25bd0a06b9d8ca20f94e4595e16aeb1e17,28,12,32,16,d319ce3b0ebfc910acb126e146f2e080f027fbcd,f0fb15d2c4ea2d8cdbe49ca103ee297d986154aa
ray_marines_alp_ovl.bmp,15e5f03d1fc487f96d1a20adc00a7d09a1152bdf,64,10,64,16,6ee1cfee9c7909c731e770ce26a4e6e955d179ab,6b9c099f88a03b27aee9f61ef6485fd479853475
ray_neck_circle.bmp,b40fa53853fe113d601a96a744133acc188ef85a,16,16,16,16,a6d51765e3144153ee751aefa205eb547a957343,fd05906d2e5046589a5fa5f23a3ea816fd67631a
ray_shoulder_circle.bmp,f3e696d3b17856f8225c0c7334327f7d6e237ae7,28,28,32,32,76539698fec8e9535ba09efa36dc8beff1b8300b,c5807cdda82492428bd35099955340328d13cdcb
ray_shoulder_f1.bmp,6aee94f4299f524ff22491195a7bcd26be85e3af,64,64,64,64,012a794eca1b79a72490a3b2ca3fb122f2cbd772,3c4965b46a0cf98a7f4d0bda175d89d8bbe8e48a
ray_tail_s1x.bmp,edcb7bdab4990263435e4313622f46ee9cef23a6,96,24,128,32,f29db89fb6b36b9dc463483a9850552e9cfb0271,d6e514f67e1b31c0878c88da47f57f39d3ab230d
ray_tail_s2.bmp,55d8f12219b2791bd71b4cee3b3fc84d897a3eb5,32,40,32,64,c06e1e010818d56f475a031fba1078cd4cd3050e,46dfab1616e154636753861c586f5b51bec8c179
ray_temptex1.bmp,fac7fb5dec1ab7c84d7e6c1de3910efd3566d3b8,32,32,32,32,dadec7f7f0576e317e7cf5827d2a47ac3b73a1fa,17af3251a9193e3aa7a479f6160b8d0cd29f6abe
ray_thigh_b1.bmp,74e621ed854e1fe4c585732c143e8f6cbdd09df2,24,32,32,32,177a289d5dfac40399d2fae8a5a26fc47aa0a19a,31839c3e64189583cf796a65b2cb363f1383c86a
ray_thigh_circle.bmp,ab8f078680e640b6a349956c7bf98ce00a53d2b9,24,24,32,32,e3f3f9825614b9c4205d0180681ec4149ed8f0d9,43d626fdb86138c466e95e3aa9270c92035aa151
ray_thigh_s1.bmp,6bc08c6511a01c7200adcc35a0167e84a377ca44,24,24,32,32,5bba5990f47b7f3eb5afd9d2b6521a399015df80,7145eaf21c79ae8943c27b1d50a923e09856671d
ray_thigh_t1.bmp,30f35cddada63f69dbf515496b31d61c05761a8c,128,184,128,256,939ae9d136aa65da3355ece0e43d31d690fa997e,5c90ebc67870678be23ea063afce702f661d83bc
ray_thigh_u1.bmp,c11029642c744130ce58a4352ed76057040d7bbb,24,84,32,128,0fc23645bc274a7fe78e51953457f736f606dde6,390d27bd667b7cc31d6303759728fe8010cc42e8
ray_waist_b1x.bmp,3c679d769546bbff9a02baaf1d5a7d1f6cf9f421,24,64,32,64,d25a8395438e1c9e0449bcf8efbfb547c15e6ca1,987fe03bedc007773cf600cf19f01d05c2d505bc
ray_waist_s1.bmp,9cbe226fb518c08a7f97c3dbc0557d5f3e831051,48,64,64,64,354970449ffd72d0d7c141beb280ce97ef6d5e4a,10420f4e0aa2ed9f7cb8b86cd6fa446d27359162
realshadow.bmp,876471eef3bcd5a6d6a9f123db6fdfd4b1128f0f,32,32,32,32,018ebad6ea69f12d69b4f65417f233783e6ae12a,74efc3fb6a43f761c0833439c83549300228d113
rear_sporke_ovl_alp.bmp,829a7f50dcf5de9f7ca3fdf7cc92bd53fbde126e,8,32,8,32,27324ef18f5553fd1d36aa9106335e67feea5749,357d8568407ebfa3580cbf98c6b25c0a37689394
rear_tire01.bmp,f79bd88285c1cb1e9015cef5d3f4a9857b83af87,16,8,16,8,a3f7db82fc875fb7a1e8dec2d99688f20da7e969,52dc224f807fe4a218e572641477c4f37fd37d60
rear_tire02.bmp,389b839cc4126c8e41edbfc9644e3d649660ffb9,16,8,16,8,af3f31492752b137a2cfdc5e72618111150feb19,1e8e23976772fee5d3e5ab1d9306b58df7f84b03
rear_tire03.bmp,0e0380f460091d9ddab9523dee31fd88cbd6317d,8,8,8,8,4020a22df66d703a64d3caf7421dc6dca73e59bc,f19901627ae6d5be56cde4453e1c99b94520cb08
rear_tire04.bmp,a969378d4cdc202895da4bf166c26e2cfea91e90,24,24,32,32,195a96fda0f73644dfb79c9b276dae874a565dcc,a27523e6c1f2ef0001d34b6944300e529ffdf702
rear_tire05.bmp,3557ba5176a80c6836762b157878844a7c90ee77,32,8,32,8,66af6bbb7147cf86e9004a143f00e817e6d43bb5,5492b7759c1218bb05bd1e2396621d2192e57c7f
reception_desk00.bmp,6dc6ee094da18bbf3fec8e4a713a26b4d509b578,86,60,128,64,7dff65e452fe871c459bd7adeae008430cb43f70,506a17813693c54062fcdd27e440cda005e86cf6
reception_desk00.bmp_2ffa4e7004fa0712b93de34989290e65,5482deec87003ec4f8be21c4fc42c94085e5a2e7,32,32,32,32,4dcc515c3a3a5cd337337c6a71c7d8dcd23087cd,dc25524b5b8c502fb990bb5fb81bf8233a7ff28b
reception_desk_top.bmp,c765db027f0321ba6a5ae34e23ae8ef959bde22b,80,64,128,64,ae727cee7dc3df041c353761ef32b73a087a6b5d,0f23ee2f2f344d003aba0f1d1d9776efcf01b77c
reco_body_a.bmp,8e522f9dd8b31edb3862da7cd1343013a2852708,128,128,128,128,66e4be1184a5e3dc41505fd937ecf4bd877137b2,0000000000000000000000000000000000000000
reco_body_a_ovl_alp.bmp,c98ddd133b23868f686c1fbc2e5cf946aaf02036,64,64,64,64,4d7b28a4a050c0b31e778999bbd16a473dbe49b8,392d48ba85b90f996a5c7ade53b85d6e881c71a8
reco_body_bareak_ovl_alp.bmp,3eaa45c15cb97e23ed52ab2595f93a801040eaee,128,128,128,128,8b03f471e2cde96ad251c02d57a32897367b4681,20fbab4120187cbdfade675baea2f8b66c92e710
reco_body_ovl_alp.bmp,3f7aa1a0a6407709c79c878062dfa440618f999d,128,128,128,128,37ff02342102ab6ef88992f3760d85da73d23eb3,0000000000000000000000000000000000000000
reco_sitch.bmp,056714dadd39716ad37a8ab2c536846d4899cee6,64,64,64,64,96e769041cdfb6cb9f676f09fb52a8f16423fdd0,bd074ea2d74b3c0973037552f59218f8e982672b
reco_sitch_break.bmp,db6182b064c4be6e8ccf01c0360e9b3672287c8f,64,64,64,64,3f615e4c3a49dea3de968bdaff70636eb5e222d9,f357b6c6f26594be1910a53b83a0a3533d9902fc
red_def_ovl_alp.bmp,f2b02a7c2adcd003b0c54a57ce224721288b5431,180,70,256,128,c9c08e22202ab9b369ba7f1542e6409e525b9d7d,f08119ff69d4a79c5d8a4a576913dd869a4ba279
red_def_wing_ovl_alp.bmp,bd811d994648804134624605aa280f7720e0dda5,150,110,256,128,0e3317fc1e45aef8ae785f7c9cc593307e27e9b9,af22ad61811c7d0fcfad309cbe764e3deec226d2
red_light_ovl_alp.bmp,20196fb68736c250efa6e6bd9efbce81a7eddb62,16,16,16,16,fbdc2c30eeb75687ea7de882c46d0e04ed2ba64a,ee814cd39294b08b8f815970e35652a8b21a6953
red_nozzle_a_ovl_alpx2.bmp,18e2dddd0d74886118d159971cc3c60b399f9847,32,32,32,32,350f55c69ca7c45c9ef18505abd9e9e4c62e04f3,c660e79fbd0b32e1095549957a881419427a9a27
refl02_ovl_mod1120_alp_emap.bmp,9e2e33a0874023d4cafcabb57061f1081e096eff,32,32,32,32,8249a804409734685c9f3d736624da3f1d74dba6,5953f289f010ec77a73a739eb145f11d2d405b32
refl_ovl_mod1120_alp_emap.bmp,6b64b80a247a0c3f01126881b2d526eda7271fea,32,32,32,32,c08597e166bb540d1bdd3ce8517fa01b76878ccd,ea9fb9c7bb4593169af099e8dd60b457ba00699b
refl_ovl_mod1120_alp_emap.bmp_0c9d9beb786ca8e90bfd310a50a09697,2226005906281c3fc4158cd09bd45eeb7bc8ddc1,128,128,128,128,5335a6792aa0e5881a6884d1e6a00357b71274cc,4cd914b7c64d318b09450db3a286a0d598ab2af2
refl_ovl_mod1120_alp_emap.bmp_72376e3cde37b528a461e47126795956,b612e32d021cc1d260394b5e7686254ddd7cba65,16,16,16,16,ad2d2227e825b15d39201fc101c66af4627fcb87,5382cf149be4188886de68d24500e3ff982f75b4
reflect_ovl_mod1120_alp_emap.bmp,a7bc861410d0f995aa7791a07d37c138e9c39ea4,32,32,32,32,58f732d37bf4d22cddf939d81a9a4072dd235efd,41da349b2f055735003943e3a3d4808ea1c8dcc3
reflectionmap_ovl_mod1120_alp_emap.bmp,d56bbdf1f50dc46558e307529bdcd28e34cb5dff,64,64,64,64,bd6d63358f03b4192175c2d4e73461114abd0c9c,cfae5c60723caa0176647fbd172cb1143a99b941
reflectionmap_ovl_mod1120_alp_emap.bmp_35366f7f7c87aaa8fe9bb7cbe4b608b1,4ee1276e6ad6eb9b1ee7fc594a15ba18594e0cc2,64,64,64,64,0e8a06e57ac52058b712c9317d928545ee6ae975,a5b830bc2a056c214fca046185afc511d63db5ee
reflectionmap_ovl_mod1120_alp_emap.bmp_45543c95f54c809413696bcd5259efd9,f413917a1b969b0c5b898ce6352e7c2b5c54f17f,32,32,32,32,27cdd693592e2db6595b6013dd6779134ecb2b60,ded3922e4acb170265ea18d8beebc8c56d98c1bf
reflmap_ovl_mod1120_alp_emap.bmp,ce4cff07a93f53c1c7b7e5a51f241fd02e379a41,64,64,64,64,aca43e93c2c58725d1f341bdcbf32c0fa2e761e7,f9e6bbd40c74f52a65fb78902d5b4afba4b648a4
refmap279_ovl_mod1120_alp_emap.bmp,92e2d8428c1834b1f1325b415afebdb5b3375d23,64,64,64,64,a48d8452e86c066a2b468cbfe069661a9b4584d7,8219d22e48742f1aa5fce3f522840890e1972a21
rend_bandana.bmp,0634dcef369aa60dd303066c26fc0bdd15038b8e,128,32,128,32,aa03aff2ac8cedb477538ade789be3477b38d7c5,c4281a0b9567fd5c0d72fdd897b2ab42ca583aa4
rend_fox.bmp,8bc1a55cf285c21d7580c3395a617628350c9efe,148,156,256,256,3df3ab96ad928563deabcb5e73d01ae58fe8d667,e7a4e7a84f90fc15acc4169db9f8ae5058f95acd
rend_hand_dmo2.bmp,99cc32998119e1eaf43886cca4c6fda64322a945,128,128,128,128,0b7a3098a4272a3c5aa8d2e6f809b91d97d48b51,0eb51900caf0921577374883cedea2acaed6d121
rend_waist.bmp,904dc6a5e061fc533f586a4f6d5064c1a17c5fe6,64,64,64,64,da89368fa1dd4a125fd8e9f55e51777400e4219d,8646c8889e96466018d1f8dc2a1c389a9792ad5e
rend_waist.bmp_c0537d44a632e2265ed3d67884fae71d,2072178ab83a6150ba2c30776453cc153168a91e,64,64,64,64,54ae1bc870661a2d215914a435db74a568df2576,2ae9d2a3d665ec605c58a19a4f685aabfd713e97
